
data/sprites/npc/

woman_015_npc.png             Svetlana Kushnariova (Cabbit), liftarn, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969, https://openclipart.org/detail/232340
woman_016_npc.png             ???; ???; ???
womanexoticdressnpc.png       ???; ???; ???
womanonstoolnpc.png           ???; ???; ???
woodcutternpc.png             Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/82370
writernpc.png                 ???; ???; ???
xpphunternpc.png              ???; ???; ???
yetifemalenpc.png             ???; ???; ???
yetimalenpc.png               ???; ???; ???
youngnpc.png                  Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://github.com/arianne/stendhal/issues/87
youngsoldiernpc.png           Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://opengameart.org/node/72969
youngwitchnpc.png             ???; ???; ???
youngwomannpc.png             Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://opengameart.org/node/24823

data/sprites/npc/alternative/

crystal*npc.png  qubodup; GPL 2.0; http://opengameart.org/node/11013
tendertwig.png   ???; ???; ???
tomi.png         Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/83718
vulcanus.png     Svetlana Kushnariova (Cabbit), Nila122, GrumpyDiamond, Jordan Irwin (AntumDeluge); CC BY-SA 3.0; https://opengameart.org/node/82370, https://opengameart.org/node/72969, https://opengameart.org/node/29293, https://opengameart.org/node/54590
zekiel.*         etcgood1; CC BY 4.0; https://opengameart.org/node/75195

data/sprites/npc/animal/

butterfly.*   Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/79095
cat.png       bluecarrot16; CC BY-SA 3.0; https://opengameart.org/node/69399
fish_roach.*  Kimmo Rundelin (kiheru), Jordan Irwin (AntumDeluge); CC BY-SA 3.0; Stendhal; Based on data/sprites/item/food/roach.png
puppy.png     triceratops; CC BY 3.0; https://opengameart.org/node/55254
rabbit.png    Stephen Challener (Redshrike); OGA BY 3.0; https://opengameart.org/node/14851
